BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.36	40.01	54.03	50.00
0.35	36.75	59.06	55.17
0.00	11.02	55.30	60.87
0.00	13.50	59.74	65.00
0.60	65.98	77.23	32.26
0.46	45.68	63.76	40.51
0.64	69.14	81.74	10.26
0.22	41.11	55.71	70.83
0.50	53.60	72.98	22.22
0.27	28.31	57.67	64.15
0.25	36.55	61.18	66.67
0.60	96.22	71.34	30.77
0.18	24.49	61.55	66.67
0.28	45.98	68.24	59.02
0.37	58.92	64.53	46.43
0.15	21.34	50.69	64.62
0.24	23.57	59.85	48.28
0.20	30.62	56.13	55.74
0.00	10.02	47.39	73.68
0.36	51.00	68.52	49.18
0.00	6.57	40.82	89.47
0.00	24.06	51.41	64.86
0.43	52.33	56.13	46.15
0.43	46.99	55.17	53.85
0.24	46.81	70.16	51.16
0.65	69.61	80.25	30.77
0.16	19.53	33.96	93.02
0.22	22.72	43.03	76.19
0.21	27.66	47.96	79.41
0.26	42.14	57.87	62.50
0.38	41.79	59.19	54.79
0.20	36.55	55.12	63.89
0.00	15.94	51.16	73.17
0.00	13.20	52.99	60.38
0.00	27.85	50.84	69.57
0.12	14.37	54.80	70.59
0.59	63.20	81.58	23.08
0.16	30.07	49.02	57.14
0.20	26.93	54.66	63.92
0.00	12.22	49.03	44.44
0.40	43.19	62.07	45.00
0.00	13.52	52.98	66.67
0.41	48.05	67.05	52.38
0.15	23.20	68.30	96.30
0.31	41.61	74.06	25.00
0.30	39.18	64.20	80.00
0.20	29.18	61.74	60.61
0.63	63.40	90.98	18.18
0.00	42.31	48.09	94.12
0.40	45.66	52.23	57.78
0.00	21.97	47.74	45.45
0.30	39.51	64.80	60.27
0.76	75.91	77.84	11.76
0.30	33.86	47.69	61.54
0.26	31.65	57.41	58.06
0.25	31.54	35.79	56.25
0.85	85.85	91.56	11.54
0.31	36.42	68.99	57.14
0.00	33.89	59.39	57.14
0.46	54.88	66.07	40.58
0.00	33.03	58.34	65.45
0.00	23.12	50.77	75.76
0.38	43.02	67.15	57.89
0.28	31.38	62.33	59.57
0.27	34.51	56.56	64.41
0.43	47.02	66.59	43.14
0.15	23.72	46.71	62.50
0.50	51.57	68.46	45.16
0.20	23.04	67.21	55.26
0.56	58.45	68.71	45.00
0.33	41.43	67.10	53.33
0.44	49.70	72.74	46.15
