BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.26	30.27	43.17	63.16
0.23	41.42	65.59	50.00
0.59	63.98	83.09	20.00
0.00	16.78	34.46	55.56
0.28	29.18	63.45	56.00
0.46	57.68	55.39	58.33
0.75	78.28	83.36	22.22
0.00	17.07	52.41	62.50
0.46	52.52	70.94	25.00
0.48	55.43	62.09	58.97
0.00	16.41	39.96	88.89
0.57	57.58	69.69	26.09
0.00	34.38	70.23	36.36
0.39	51.30	64.40	37.84
0.18	22.54	64.34	76.19
0.00	18.96	41.48	76.92
0.00	10.42	37.33	80.00
0.22	27.65	59.34	68.18
0.58	67.03	87.74	19.05
0.00	13.92	43.44	63.16
0.53	59.56	72.09	33.33
0.00	15.07	48.68	55.17
0.73	71.81	77.36	27.91
0.80	77.72	68.49	17.39
0.54	60.34	82.72	20.00
0.22	25.51	56.80	54.55
0.00	9.57	44.88	73.33
0.00	22.53	64.40	39.22
0.40	49.09	54.52	48.28
0.26	30.53	58.61	50.70
0.32	35.56	77.44	37.50
0.51	52.21	59.07	56.41
0.00	9.58	46.40	69.23
0.29	33.59	61.96	54.79
0.36	47.15	65.00	43.14
0.38	44.09	74.08	33.85
0.37	41.67	56.86	54.90
