BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.30	35.46	50.64	50.64
0.43	47.72	70.79	70.79
0.27	31.44	61.68	61.68
0.21	32.18	53.99	53.99
0.48	45.26	81.50	81.50
0.48	57.16	74.23	74.23
0.66	70.92	91.10	91.10
0.00	22.30	76.68	76.68
0.55	59.53	66.03	66.03
0.16	25.92	53.76	53.76
0.00	21.38	51.81	51.81
0.00	20.20	51.74	51.74
0.35	40.08	72.99	72.99
0.30	42.95	61.47	61.47
0.27	36.66	57.14	57.14
0.62	66.38	78.47	78.47
0.19	32.12	56.02	56.02
0.20	26.14	55.94	55.94
0.39	38.81	69.13	69.13
0.24	38.41	60.90	60.90
0.90	89.39	82.81	82.81
0.61	67.83	80.34	80.34
0.36	39.38	68.44	68.44
0.35	36.62	59.35	59.35
0.34	35.75	65.08	65.08
0.35	45.81	68.79	68.79
0.44	46.73	63.95	63.95
0.00	8.16	44.86	44.86
0.54	59.03	73.14	73.14
0.55	61.74	76.46	76.46
0.53	57.22	75.60	75.60
0.46	50.58	74.88	74.88
0.36	39.89	61.87	61.87
0.68	73.09	80.33	80.33
0.71	79.30	81.21	81.21
0.59	67.14	81.04	81.04
0.35	50.90	63.67	63.67
0.71	74.75	82.42	82.42
0.99	100.00	93.61	93.61
0.48	50.85	71.37	71.37
0.56	64.02	83.17	83.17
0.92	93.18	95.98	95.98
0.44	52.12	77.07	77.07
0.63	63.40	75.47	75.47
0.65	68.99	76.56	76.56
0.58	58.57	66.64	66.64
0.00	18.02	43.62	43.62
0.28	37.45	68.73	68.73
0.64	68.22	74.43	74.43
0.42	58.32	65.27	65.27
0.36	44.78	45.42	45.42
0.53	68.99	85.81	85.81
0.50	63.47	79.53	79.53
0.24	40.84	59.23	59.23
0.44	50.87	58.04	58.04
0.53	67.64	82.85	82.85
0.71	74.19	92.80	92.80
0.00	5.36	57.79	57.79
0.25	40.82	73.72	73.72
0.39	42.21	65.49	65.49
0.00	32.34	56.52	56.52
0.55	64.89	60.48	60.48
0.46	54.64	66.03	66.03
0.41	44.83	67.40	67.40
0.59	64.29	78.57	78.57
0.31	28.43	50.81	50.81
0.29	35.66	52.19	52.19
0.33	34.31	56.98	56.98
0.34	44.28	58.37	58.37
0.60	65.23	68.96	68.96
0.49	65.18	69.18	69.18
0.00	27.56	64.40	64.40
0.43	42.21	59.27	59.27
0.00	37.60	50.29	50.29
0.40	50.62	66.93	66.93
0.33	41.64	60.96	60.96
0.68	71.70	72.19	72.19
0.45	51.50	73.39	73.39
0.44	47.47	54.28	54.28
0.75	74.39	93.06	93.06
0.18	29.62	47.87	47.87
0.26	37.09	59.64	59.64
0.51	62.73	71.70	71.70
0.42	57.56	73.80	73.80
0.42	46.46	69.68	69.68
0.78	79.10	74.77	74.77
0.82	77.11	86.35	86.35
0.40	56.48	65.12	65.12
0.52	59.42	72.51	72.51
0.53	62.52	73.71	73.71
0.60	65.04	74.07	74.07
0.40	51.47	72.21	72.21
0.36	42.73	57.07	57.07
0.79	71.39	85.46	85.46
0.50	53.42	65.34	65.34
0.45	48.22	66.30	66.30
0.67	68.00	81.46	81.46
0.69	74.32	84.66	84.66
0.67	67.83	82.21	82.21
0.21	36.76	61.56	61.56
0.34	38.79	61.14	61.14
0.19	42.43	59.38	59.38
0.64	71.88	82.45	82.45
0.67	65.99	71.59	71.59
0.55	60.45	64.37	64.37
0.53	63.36	71.37	71.37
0.00	36.78	52.15	52.15
0.36	44.90	61.57	61.57
0.46	58.23	70.78	70.78
0.00	22.87	47.66	47.66
0.40	51.51	63.82	63.82
0.26	35.90	64.69	64.69
0.15	24.75	63.91	63.91
0.44	57.96	74.20	74.20
0.00	10.68	52.88	52.88
0.56	63.20	75.84	75.84
0.70	72.35	74.83	74.83
0.52	56.75	75.84	75.84
0.64	60.77	75.91	75.91
0.35	51.50	68.02	68.02
0.35	42.66	72.87	72.87
0.00	23.36	54.72	54.72
0.70	70.65	86.96	86.96
