BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.00	3.39	11.31	90.91
0.00	3.23	16.54	109.09
0.00	2.81	11.83	100.00
0.00	2.63	16.65	127.27
0.00	2.85	17.10	100.00
0.00	3.39	11.50	90.91
0.00	2.44	20.76	163.64
0.00	3.44	20.88	181.82
0.00	3.01	14.08	118.18
0.00	3.34	15.69	90.91
0.00	1.83	16.06	209.09
0.00	3.38	13.56	109.09
0.00	1.72	16.93	218.18
0.00	3.25	10.16	90.91
0.00	1.31	16.16	290.91
0.00	6.23	13.47	90.91
0.00	0.00	11.03	100.00
0.00	0.00	8.10	100.00
0.00	0.00	7.59	100.00
0.00	2.39	18.12	154.55
0.00	3.77	14.15	100.00
0.00	2.91	18.96	127.27
0.00	3.39	11.10	100.00
0.00	1.96	19.85	190.91
0.00	3.46	14.89	118.18
0.00	3.44	18.41	190.91
0.00	0.70	4.15	100.00
0.00	6.15	15.58	109.09
0.00	0.70	4.10	100.00
0.00	0.00	3.92	100.00
0.00	2.61	7.97	100.00
0.00	5.06	16.33	127.27
0.00	2.91	13.49	127.27
0.00	1.77	3.86	100.00
0.00	5.44	16.48	118.18
0.00	2.85	20.36	236.36
0.00	3.40	13.38	100.00
0.00	2.14	8.15	100.00
0.00	2.86	13.24	109.09
0.00	1.96	18.28	190.91
0.00	3.30	17.25	172.73
0.00	2.14	7.56	100.00
0.00	3.34	8.66	100.00
0.00	3.01	15.75	127.27
0.00	2.59	18.29	263.64
0.00	2.71	17.14	145.45
0.00	3.46	13.65	118.18
0.00	2.61	6.54	100.00
0.00	2.44	17.31	154.55
0.00	3.76	12.03	100.00
0.00	1.31	2.93	100.00
0.00	2.61	9.89	100.00
0.00	2.87	7.81	100.00
0.00	2.27	18.53	172.73
0.00	2.66	15.22	136.36
0.00	2.14	9.14	100.00
0.00	3.39	9.57	100.00
0.00	2.61	8.57	100.00
0.00	2.84	13.20	100.00
0.00	0.12	2.21	100.00
0.00	0.00	3.92	100.00
0.00	2.42	9.19	100.00
0.00	2.57	16.32	163.64
0.00	2.54	5.89	100.00
0.00	2.14	11.32	100.00
0.00	2.81	11.69	100.00
0.00	0.00	7.21	100.00
0.00	3.46	10.81	109.09
0.00	5.82	12.60	109.09
0.00	2.33	19.99	172.73
0.00	2.83	15.60	136.36
0.00	2.27	18.77	172.73
0.00	1.77	8.29	100.00
0.00	2.61	9.57	100.00
0.00	3.76	12.51	100.00
0.00	2.66	16.35	145.45
0.00	3.39	11.22	100.00
0.00	2.86	13.17	109.09
0.00	1.41	16.73	281.82
0.00	2.44	17.48	263.64
0.00	2.52	14.54	145.45
0.00	1.54	18.99	254.55
0.00	3.01	15.32	127.27
0.00	3.76	12.40	100.00
0.00	1.89	17.22	190.91
0.00	2.91	15.77	136.36
0.00	3.41	15.22	100.00
0.00	2.07	18.88	163.64
0.00	3.39	11.51	100.00
0.00	2.19	18.46	309.09
0.00	1.15	17.22	318.18
0.00	3.04	13.93	118.18
0.00	2.42	7.37	100.00
0.00	3.41	16.30	100.00
0.00	2.20	19.11	309.09
0.00	2.44	18.02	309.09
0.00	5.09	19.44	109.09
0.00	3.18	7.38	100.00
0.00	4.11	16.63	163.64
0.00	2.44	18.91	272.73
0.00	2.02	16.91	127.27
0.00	1.31	5.81	100.00
0.00	1.98	19.09	190.91
0.00	1.31	3.46	100.00
0.00	3.70	14.46	90.91
0.00	2.44	16.93	163.64
0.00	1.65	17.06	463.64
0.00	2.81	11.59	100.00
0.00	1.18	16.07	309.09
0.00	1.60	17.89	390.91
0.00	3.46	14.29	109.09
0.00	1.95	17.59	354.55
0.00	3.01	20.06	127.27
0.00	2.27	16.76	181.82
0.00	3.34	12.16	100.00
0.00	5.11	18.61	127.27
0.00	2.54	10.07	100.00
0.00	2.42	7.58	100.00
0.00	2.74	8.02	100.00
0.00	1.39	19.14	263.64
0.00	5.11	18.98	127.27
0.00	2.61	6.60	100.00
0.00	3.70	11.18	90.91
0.00	3.40	10.51	100.00
0.00	2.85	13.23	100.00
0.00	2.85	10.59	100.00
0.00	3.41	13.61	100.00
0.00	2.14	7.44	100.00
0.00	2.17	21.77	154.55
0.00	2.54	5.06	90.91
0.00	1.77	6.23	100.00
0.00	3.76	11.65	100.00
0.00	2.27	15.45	154.55
0.00	1.31	7.57	100.00
0.00	2.61	7.97	100.00
0.00	3.13	11.45	118.18
0.00	1.73	18.62	363.64
0.00	2.66	9.99	109.09
0.00	2.81	10.70	100.00
0.00	3.38	14.12	118.18
0.00	1.49	19.64	300.00
0.00	3.40	13.40	100.00
0.00	1.49	17.42	263.64
0.00	5.44	17.18	109.09
0.00	1.31	0.95	100.00
0.00	3.74	12.20	100.00
0.00	1.31	5.93	100.00
0.00	2.74	11.26	100.00
0.00	1.87	18.73	372.73
0.00	2.24	18.97	290.91
0.00	3.04	14.50	136.36
0.00	6.05	11.56	100.00
0.00	1.76	16.76	218.18
0.00	3.34	14.56	100.00
0.00	3.76	11.57	100.00
0.00	2.66	18.75	145.45
0.00	3.39	9.14	100.00
0.00	3.13	11.03	100.00
0.00	2.87	9.25	90.91
0.00	2.13	17.06	190.91
0.00	2.85	18.15	227.27
0.00	2.17	13.41	172.73
0.00	3.74	15.09	100.00
0.00	3.10	10.48	90.91
0.00	3.74	17.29	163.64
0.00	2.54	3.44	100.00
0.00	2.14	7.65	90.91
0.00	3.74	13.22	100.00
0.00	3.46	11.88	109.09
0.00	2.61	7.96	100.00
0.00	2.87	7.37	100.00
0.00	2.42	9.51	100.00
0.00	2.95	19.13	236.36
0.00	2.42	9.30	100.00
0.00	3.44	17.55	172.73
0.00	5.11	17.47	127.27
0.00	3.38	15.65	109.09
0.00	3.04	17.84	136.36
0.00	6.05	6.68	90.91
0.00	2.00	18.52	363.64
0.00	3.04	17.68	127.27
0.00	4.02	14.02	100.00
0.00	2.71	18.01	154.55
0.00	2.42	8.03	100.00
0.00	2.44	18.89	281.82
0.00	2.14	11.01	100.00
0.00	6.25	16.86	100.00
0.00	0.68	17.01	536.36
0.00	0.70	4.10	100.00
0.00	0.00	3.92	100.00
