BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
0.00	3.40	17.21	100.00
0.00	2.83	16.53	136.36
0.00	2.72	16.87	136.36
0.00	1.48	19.00	254.55
0.00	3.01	15.55	100.00
0.00	2.61	10.76	100.00
0.00	3.38	11.79	100.00
0.00	2.81	8.74	100.00
0.00	1.83	17.48	209.09
0.00	2.87	11.80	100.00
0.00	2.66	16.62	136.36
0.00	1.73	16.86	190.91
0.00	2.14	9.18	100.00
0.00	2.87	18.76	254.55
0.00	2.22	19.71	190.91
0.00	0.00	6.50	100.00
0.00	2.66	17.01	127.27
0.00	3.10	4.97	100.00
0.00	3.34	15.05	100.00
0.00	4.32	19.53	154.55
0.00	2.61	11.86	100.00
0.00	3.23	14.10	118.18
0.00	3.40	20.52	100.00
0.00	2.81	13.67	100.00
0.00	2.74	13.10	100.00
0.00	1.64	17.19	227.27
0.00	2.52	18.18	154.55
0.00	2.04	19.58	200.00
0.00	3.40	16.90	100.00
0.00	2.83	18.31	136.36
0.00	1.43	19.74	245.45
0.00	2.86	17.32	109.09
0.00	1.58	18.08	218.18
0.00	2.87	14.67	100.00
0.00	2.14	7.48	100.00
0.00	1.70	16.86	236.36
0.00	1.77	6.19	100.00
0.00	4.05	10.88	90.91
0.00	1.39	18.52	263.64
0.00	2.37	18.07	272.73
0.00	3.40	13.04	100.00
0.00	3.74	9.94	100.00
0.00	6.23	12.40	90.91
0.00	3.25	10.31	90.91
0.00	3.04	15.49	118.18
0.00	2.42	11.35	100.00
0.00	2.83	15.77	136.36
0.00	2.85	17.10	100.00
0.00	2.81	10.40	100.00
0.00	2.07	20.00	172.73
0.00	2.27	18.05	163.64
0.00	3.01	14.08	118.18
0.00	3.34	14.12	90.91
0.00	1.76	16.65	218.18
0.00	3.74	13.26	100.00
0.00	1.72	16.93	218.18
0.00	3.25	10.16	90.91
0.00	1.58	18.67	245.45
0.00	6.23	13.89	90.91
0.00	2.81	11.13	100.00
0.00	0.00	8.91	100.00
0.00	0.00	9.53	100.00
0.00	2.52	19.19	145.45
0.00	3.41	14.91	100.00
0.00	2.39	20.17	154.55
0.00	3.74	13.19	100.00
0.00	1.96	19.85	190.91
0.00	4.02	10.52	100.00
0.00	3.44	18.77	181.82
0.00	0.70	4.15	100.00
0.00	6.25	15.43	100.00
0.00	0.70	4.10	100.00
0.00	0.00	3.92	100.00
0.00	3.34	8.42	100.00
0.00	4.75	16.53	136.36
0.00	2.91	13.70	127.27
0.00	1.77	3.86	100.00
0.00	4.32	18.06	136.36
0.00	2.95	19.51	227.27
0.00	3.38	14.10	109.09
0.00	2.42	9.21	100.00
0.00	2.87	11.99	100.00
0.00	1.90	18.82	218.18
0.00	2.85	17.07	200.00
0.00	2.14	7.56	100.00
0.00	3.34	8.66	100.00
0.00	3.01	16.00	127.27
0.00	2.44	17.67	281.82
0.00	2.71	17.11	145.45
0.00	3.23	14.03	127.27
0.00	2.61	8.33	100.00
0.00	2.39	17.35	145.45
0.00	3.40	14.17	100.00
0.00	1.31	1.99	100.00
0.00	2.61	10.11	100.00
0.00	2.87	7.81	100.00
0.00	2.41	17.67	154.55
0.00	2.52	16.04	145.45
0.00	2.14	9.14	100.00
0.00	3.39	9.99	100.00
0.00	2.42	7.25	100.00
0.00	3.13	12.53	100.00
0.00	0.12	2.21	100.00
0.00	0.00	3.92	100.00
0.00	2.81	10.37	100.00
0.00	2.44	16.76	172.73
0.00	2.14	5.01	100.00
0.00	2.14	11.32	100.00
0.00	2.74	11.47	100.00
0.00	0.00	5.09	100.00
0.00	3.46	10.83	100.00
0.00	5.82	12.73	109.09
0.00	2.44	18.82	172.73
0.00	2.29	15.07	127.27
0.00	2.27	18.77	172.73
0.00	1.77	8.44	100.00
0.00	2.61	9.57	100.00
0.00	3.76	12.51	100.00
0.00	4.55	21.16	145.45
0.00	3.39	11.19	100.00
0.00	2.86	13.25	109.09
0.00	1.35	17.09	272.73
0.00	2.44	17.72	263.64
0.00	4.32	16.49	136.36
0.00	1.64	18.87	236.36
0.00	3.01	15.95	127.27
0.00	3.46	14.41	100.00
0.00	1.83	17.34	181.82
0.00	3.13	15.97	127.27
0.00	3.41	15.16	100.00
0.00	2.52	20.21	136.36
0.00	3.41	13.32	100.00
0.00	2.19	18.23	309.09
0.00	1.18	16.82	300.00
0.00	3.04	13.93	118.18
0.00	2.42	8.42	100.00
0.00	3.41	15.18	100.00
0.00	2.37	18.44	290.91
0.00	2.37	17.69	318.18
0.00	5.44	18.95	109.09
0.00	3.43	8.53	100.00
0.00	3.58	16.56	181.82
0.00	2.30	18.96	281.82
0.00	2.15	17.33	127.27
0.00	1.31	5.81	100.00
0.00	1.98	18.34	190.91
0.00	1.31	3.46	100.00
0.00	3.70	14.46	90.91
0.00	2.95	18.28	218.18
0.00	1.62	16.86	463.64
0.00	2.81	11.75	100.00
0.00	1.12	17.44	318.18
0.00	1.57	18.00	400.00
0.00	3.46	14.99	109.09
0.00	1.95	17.19	363.64
0.00	3.01	20.06	127.27
0.00	2.17	16.87	190.91
0.00	3.34	12.16	100.00
0.00	5.11	18.61	127.27
0.00	2.54	10.07	100.00
0.00	2.42	8.14	100.00
0.00	2.74	7.64	100.00
0.00	1.28	19.90	290.91
0.00	3.44	19.16	181.82
0.00	2.61	6.60	100.00
0.00	3.70	11.53	90.91
0.00	3.41	10.70	100.00
0.00	2.81	9.51	100.00
0.00	2.87	13.07	100.00
0.00	3.40	14.56	100.00
0.00	2.14	7.44	100.00
0.00	2.17	21.53	154.55
0.00	2.54	5.06	90.91
0.00	1.77	6.44	100.00
0.00	3.76	12.60	100.00
0.00	2.17	16.58	163.64
0.00	1.31	7.57	100.00
0.00	2.61	7.97	100.00
0.00	3.40	10.82	100.00
0.00	1.76	18.53	354.55
0.00	3.46	9.28	109.09
0.00	2.81	10.51	100.00
0.00	3.38	14.50	118.18
0.00	2.37	19.78	281.82
0.00	3.40	13.63	100.00
0.00	1.49	18.34	263.64
0.00	5.44	17.18	109.09
0.00	1.31	5.91	100.00
0.00	3.77	10.73	100.00
0.00	1.31	5.93	100.00
0.00	2.74	8.45	100.00
0.00	1.87	18.73	363.64
0.00	2.24	18.60	281.82
0.00	2.86	14.11	145.45
0.00	6.05	10.51	100.00
0.00	1.83	16.84	218.18
0.00	3.34	15.09	100.00
0.00	3.76	10.73	100.00
0.00	2.52	18.62	154.55
0.00	3.39	8.91	100.00
0.00	3.13	11.85	100.00
0.00	2.14	8.17	100.00
0.00	2.07	16.98	181.82
0.00	2.59	18.37	245.45
0.00	2.17	13.41	172.73
0.00	3.46	14.81	109.09
0.00	6.23	11.96	90.91
0.00	3.58	18.63	172.73
0.00	2.54	3.44	100.00
0.00	2.14	7.65	90.91
0.00	3.46	13.38	109.09
0.00	3.46	11.88	109.09
0.00	2.74	8.79	100.00
0.00	3.25	8.91	100.00
0.00	2.42	9.51	100.00
0.00	2.85	18.26	245.45
0.00	2.42	9.30	100.00
0.00	3.30	16.60	181.82
0.00	5.11	17.35	127.27
0.00	3.38	18.39	109.09
0.00	3.04	17.84	136.36
0.00	6.05	7.87	90.91
0.00	2.05	17.92	354.55
0.00	3.04	17.68	127.27
0.00	4.05	13.04	100.00
0.00	2.71	18.01	154.55
0.00	2.42	8.03	100.00
0.00	2.44	19.35	281.82
0.00	2.14	12.06	100.00
0.00	5.82	17.05	109.09
0.00	0.66	16.78	554.55
0.00	0.70	4.10	100.00
0.00	0.00	3.92	100.00
